Date,SPX,GOLD,USO,Silver,PLT_Price,PLD_Price,EUR/USD
8/19/2009,996.460022,92.529999,38.119999,13.57,1492.9,756.8,1.426005
8/20/2009,1007.369995,92.269997,37.669998,13.7,1490.15,748.85,1.43209
8/24/2009,1025.569946,92.339996,38.299999,13.9,1509.95,754.3,1.428408
8/25/2009,1028,92.760002,37.169998,14.04,1525.95,760.75,1.423629
8/26/2009,1028.119995,92.790001,36.950001,14.09,1500.15,759.45,1.437298
8/27/2009,1030.97998,93.190002,37.720001,14.08,1505.05,767.65,1.435998
8/31/2009,1020.619995,93.400002,36.049999,14.62,1480.2,750.75,1.421202
09-01-2009,998.039978,93.900002,35.27,14.76,1478.45,755.25,1.427409
09-02-2009,994.75,96.190002,35.18,15.22,1461.7,729.35,1.425639
09-03-2009,1003.23999,97.459999,35.32,15.87,1445.15,729.8,1.429409
09-08-2009,1025.390015,97.43,36.939999,16.15,1434.65,716.3,1.454799
09-09-2009,1033.369995,97.080002,36.939999,16.059999,1440.15,706.8,1.45813
09-10-2009,1044.140015,97.699997,37.369999,16.41,1408.85,694.85,1.458002
9/14/2009,1049.339966,97.959999,35.709999,16.309999,1336.7,663.55,1.467093
9/15/2009,1052.630005,98.900002,36.700001,16.780001,1375,673.25,1.471194
9/16/2009,1068.76001,99.910004,37.43,17.139999,1339.25,656.1,1.473297
9/17/2009,1065.48999,99.339996,37.490002,16.950001,1349.75,667.15,1.471605
9/21/2009,1064.660034,98.360001,35.849998,16.540001,1372.4,684.9,1.481196
9/22/2009,1071.660034,99.669998,36.98,16.879999,1371.35,684.7,1.472602
9/23/2009,1060.869995,98.830002,35.130001,16.540001,1353.8,685.7,1.465094
9/24/2009,1050.780029,97.550003,33.970001,15.99,1327.8,682.7,1.468493
9/28/2009,1062.97998,97.050003,34.509998,15.91,1356,692.4,1.459172
9/29/2009,1060.609985,97.43,34.310001,15.89,1368.3,700,1.465502
9/30/2009,1057.079956,98.849998,36.189999,16.379999,1397.35,725.5,1.451589
10-01-2009,1029.849976,97.889999,36.23,16.040001,1411.9,723.7,1.459002
10-05-2009,1040.459961,99.82,36.18,16.379999,1408,722.2,1.472169
10-06-2009,1054.719971,102.279999,36.540001,17.08,1419.45,731.9,1.471151
10-07-2009,1057.579956,102.360001,35.959999,17.25,1424.6,734.2,1.478131
10-08-2009,1065.47998,103.639999,36.68,17.52,1411.15,735.5,1.473405
10-12-2009,1076.189941,103.559998,37.689999,17.48,1416,744.7,1.484605
10/13/2009,1073.189941,104.260002,38.150002,17.48,1430.45,747.5,1.493206
10/14/2009,1092.02002,104.18,38.610001,17.559999,1448.6,746.6,1.495595
10/15/2009,1096.560059,102.860001,39.91,17.059999,1447.75,742.2,1.490802
10/19/2009,1097.910034,104.230003,40.759998,17.440001,1443.55,748.7,1.493451
10/20/2009,1091.060059,103.419998,40.389999,17.200001,1450.45,739.9,1.50069
10/21/2009,1081.400024,103.75,41.330002,17.360001,1430.95,726,1.504189
10/22/2009,1092.910034,103.919998,41.470001,17.32,1438.8,743.75,1.501006
10/26/2009,1066.949951,101.860001,40.130001,16.790001,1438.4,730.7,1.486171
10/27/2009,1063.410034,101.849998,40.59,16.34,1438.9,730.7,1.481701
10/28/2009,1042.630005,100.730003,39.459999,15.86,1449.3,729.9,1.4718
10/29/2009,1066.109985,102.690002,40.900002,16.41,1450.9,731.7,1.48401
10/30/2009,1036.189941,102.529999,39.32,16.07,1427.7,724.2,1.473297
11-02-2009,1042.880005,103.949997,39.970001,16.16,1435.65,723,1.47741
11-03-2009,1045.410034,106.459999,40.619999,17,1491.05,739.1,1.473101
11-04-2009,1046.5,107.099998,40.990002,17.139999,1503.2,741,1.4869
11-05-2009,1066.630005,106.980003,40.799999,17.120001,1494.9,736.9,1.487807
11-06-2009,1069.300049,107.43,39.700001,17.09,1493.85,736.7,1.484891
11-09-2009,1093.079956,108.190002,40.5,17.290001,1512.25,744.8,1.500803
11-10-2009,1093.01001,108.389999,40.41,17.030001,1527.1,762.7,1.498981
11-11-2009,1098.51001,109.599998,40.549999,17.290001,1512,752.8,1.498397
11-12-2009,1087.23999,108.209999,39.27,16.92,1520.9,747.2,1.485685
11/13/2009,1093.47998,109.739998,39.119999,17.15,1508.5,741.4,1.490891
11/16/2009,1109.300049,111.629997,40.290001,18.01,1541.45,754.5,1.498374
11/17/2009,1110.319946,111.970001,40.48,18.129999,1540.9,751.2,1.487697
11/18/2009,1109.800049,112.25,40.669998,18.23,1551.85,749.9,1.495394
11/19/2009,1094.900024,112.300003,39.66,18.26,1535.5,748.3,1.491625
11/20/2009,1091.380005,112.940002,39.419998,18.219999,1538.95,746.6,1.486392
11/23/2009,1106.23999,114.290001,39.380001,18.27,1515.1,737.75,1.4962
11/24/2009,1105.650024,114.730003,38.580002,18.25,1523.45,722.1,1.49667
11/25/2009,1110.630005,116.620003,39.5,18.52,1536.3,716.2,1.512791
11/27/2009,1091.48999,115.059998,38.5,17.950001,1499.15,696.6,1.499093
11/30/2009,1095.630005,115.639999,39.150002,18.15,1485.15,685.8,1.503895
12-01-2009,1108.859985,117.379997,39.619999,18.780001,1495.5,695.45,1.509001
12-02-2009,1109.23999,119.18,38.84,18.889999,1486.8,681.4,1.506977
12-03-2009,1099.920044,118.699997,38.52,18.620001,1476.2,695.7,1.506546
12-04-2009,1105.97998,113.75,38.330002,18.15,1474.6,689.6,1.485707
12-07-2009,1103.25,113.110001,37.490002,17.82,1445.2,691.2,1.48412
12-08-2009,1091.939941,110.949997,36.849998,17.299999,1453.75,697.5,1.469702
12-09-2009,1095.949951,110.839996,35.869999,17.15,1438,704.3,1.473796
12-10-2009,1102.349976,110.82,35.73,17.09,1424,704.4,1.472949
12-11-2009,1106.410034,109.32,35.48,16.870001,1469.75,701.45,1.461903
12/14/2009,1114.109985,110.239998,35.580002,17.08,1461.7,734.7,1.465695
12/15/2009,1107.930054,110.209999,35.93,17.09,1431.15,716.8,1.454207
12/16/2009,1109.180054,111.589996,36.740002,17.360001,1427.25,716.3,1.452602
12/17/2009,1096.079956,107.339996,36.360001,16.790001,1428.2,718.35,1.4347
12/18/2009,1102.469971,108.949997,36.66,16.950001,1429.95,724.2,1.434905
12/21/2009,1114.050049,106.949997,36.16,16.690001,1415.05,723.3,1.428674
12/22/2009,1118.02002,106.169998,36.560001,16.639999,1422.75,730.2,1.425436
12/23/2009,1120.589966,106.550003,37.740002,16.809999,1405.05,723.3,1.43361
12/24/2009,1126.47998,108.360001,38.200001,17.17,1386.25,718.2,1.438497
12/28/2009,1127.780029,108.550003,38.860001,17.219999,1377.65,703,1.437505
12/29/2009,1126.199951,107.470001,38.84,16.809999,1390.05,700.1,1.434309
12/30/2009,1126.420044,106.93,39.139999,16.530001,1399.7,703.4,1.434206
12/31/2009,1115.099976,107.309998,39.279999,16.540001,1402.9,713.2,1.432706
01-04-2010,1132.98999,109.800003,40.27,17.23,1387.8,703.2,1.442398
01-05-2010,1136.52002,109.699997,40.41,17.51,1386,708,1.436596
01-06-2010,1137.140015,111.510002,40.970001,17.860001,1373.1,712.9,1.440403
01-07-2010,1141.689941,110.82,40.720001,17.889999,1379.5,714.6,1.431803
01-08-2010,1144.97998,111.370003,40.93,18.15,1380.1,705.4,1.441109
01-11-2010,1146.97998,112.849998,40.540001,18.209999,1402.05,717,1.451126
01-12-2010,1136.219971,110.489998,39.630001,17.91,1431.55,737.9,1.44766
1/13/2010,1145.680054,111.540001,39.209999,18.27,1439,741.3,1.452391
1/14/2010,1148.459961,112.029999,39.060001,18.309999,1435.9,751.9,1.44999
1/15/2010,1136.030029,110.860001,38.400002,18.049999,1450.7,753.8,1.439097
1/19/2010,1150.22998,111.519997,38.93,18.450001,1436.85,744.5,1.428102
1/20/2010,1138.040039,108.940002,37.889999,17.57,1449.7,747.1,1.411034
1/21/2010,1116.47998,107.370003,37.240002,17.07,1454.1,742.9,1.409702
1/22/2010,1091.76001,107.169998,36.34,16.780001,1468.7,745.2,1.414107
1/25/2010,1096.780029,107.480003,36.810001,16.83,1459.45,745.2,1.415008
1/26/2010,1092.170044,107.559998,36.5,16.43,1465,744,1.408232
1/27/2010,1097.5,106.529999,36.080002,16.26,1455.2,740.5,1.403095
1/28/2010,1084.530029,106.480003,36.16,15.92,1455.3,748.95,1.396804
1/29/2010,1073.869995,105.959999,35.639999,15.9,1452.55,749.75,1.386693
02-01-2010,1089.189941,108.349998,36.720001,16.360001,1465,763.7,1.392699
02-02-2010,1103.319946,109.129997,37.529999,16.35,1456.8,761.5,1.397624
02-03-2010,1097.280029,108.699997,37.650002,16.07,1445.4,759,1.390105
02-04-2010,1063.109985,104.370003,35.799999,15.04,1433.9,753.6,1.374495
02-05-2010,1066.189941,104.68,35.209999,14.9,1432.15,739.1,1.368008
02-08-2010,1056.73999,104.040001,35.09,14.75,1439.6,735.1,1.365467
02-09-2010,1070.52002,105.410004,36.209999,15.12,1448.7,739.1,1.378208
02-10-2010,1068.130005,105.120003,36.509998,14.95,1441.1,732.3,1.375327
02-11-2010,1078.469971,107.129997,36.779999,15.37,1412.8,714.1,1.368176
02-12-2010,1075.51001,107.040001,36.310001,15.24,1418.1,720.4,1.363494
2/16/2010,1094.869995,109.620003,37.790001,15.82,1394.7,712.3,1.376709
2/17/2010,1099.51001,109.25,37.970001,15.74,1390.95,712.3,1.360692
2/18/2010,1106.75,109.980003,38.73,15.88,1384.6,714.1,1.346149
2/19/2010,1109.170044,109.470001,39.09,15.97,1390.95,722.5,1.361507
2/22/2010,1108.01001,109.07,39.029999,15.9,1376.95,719.5,1.360563
2/23/2010,1094.599976,107.889999,38.330002,15.57,1354.7,714.35,1.352704
2/24/2010,1105.23999,107.360001,38.990002,15.62,1362.8,718,1.354316
2/25/2010,1102.939941,108.309998,38.110001,15.77,1347,712.4,1.353601
2/26/2010,1104.48999,109.43,38.82,16.07,1358.8,714.05,1.363104
03-01-2010,1115.709961,109.43,38.349998,16.110001,1364.5,728.6,1.356208
03-02-2010,1118.310059,111.019997,38.799999,16.559999,1361.1,736.75,1.362064
03-03-2010,1118.790039,111.629997,39.400002,16.82,1356.15,735.45,1.370163
03-04-2010,1122.969971,110.830002,39.150002,16.790001,1369.5,734.5,1.3584
03-05-2010,1138.699951,110.809998,39.849998,17.01,1387.85,738,1.362899
03-08-2010,1138.5,109.879997,39.790001,16.889999,1383.6,736.3,1.361693
03-09-2010,1140.449951,109.720001,39.549999,16.92,1364.15,719.8,1.360692
03-10-2010,1145.609985,108.470001,39.900002,16.66,1362.5,715.75,1.364331
03-11-2010,1150.23999,108.599998,40.049999,16.809999,1402.3,730.9,1.368532
03-12-2010,1149.98999,107.949997,39.509998,16.76,1412.45,728,1.376993
3/15/2010,1150.51001,108.360001,38.830002,16.74,1415.6,739.4,1.367746
3/16/2010,1159.459961,110.400002,39.790001,17.049999,1413.65,741.2,1.376879
3/17/2010,1166.209961,109.589996,40.23,17.08,1416.65,737.7,1.373834
3/18/2010,1165.829956,110.339996,39.919998,17.08,1418.9,737.4,1.361396
3/19/2010,1159.900024,108.279999,39.200001,16.65,1437.35,744.3,1.353693
3/22/2010,1165.810059,107.75,39.560001,16.6,1446.55,741.8,1.356705
3/23/2010,1174.170044,108.32,39.700001,16.719999,1429.65,738,1.346801
3/24/2010,1167.719971,106.300003,38.939999,16.290001,1430.2,742.6,1.333102
3/25/2010,1165.72998,106.779999,38.900002,16.32,1432.2,743.1,1.330707
3/26/2010,1166.589966,108.589996,38.830002,16.610001,1454.85,748.3,1.341004
3/29/2010,1173.219971,108.75,39.959999,17.040001,1455.55,749.1,1.342408
3/30/2010,1173.27002,107.970001,39.950001,16.950001,1459.9,747.5,1.350804
3/31/2010,1169.430054,108.949997,40.290001,17.139999,1460.65,745,1.3584
04-01-2010,1178.099976,110.260002,41.240002,17.540001,1430.15,734.8,1.350494
04-05-2010,1187.439941,110.889999,42.07,17.75,1418.3,722.1,1.340195
04-06-2010,1189.439941,111.029999,42.02,17.610001,1411.3,715.8,1.334846
04-07-2010,1182.449951,112.489998,41.52,17.77,1416.1,715.1,1.336112
04-08-2010,1186.439941,112.650002,41.439999,17.719999,1385.3,706.8,1.350093
04-12-2010,1196.47998,113.010002,40.93,17.799999,1387.1,702.3,1.360859
4/13/2010,1197.300049,112.690002,40.889999,17.84,1375.65,701.8,1.365598
4/14/2010,1210.650024,113.029999,41.759998,18.07,1383.45,707.3,1.357405
4/15/2010,1211.670044,113.650002,41.709999,18.07,1376.75,709.6,1.350402
4/19/2010,1197.52002,111.150002,40.110001,17.379999,1384.3,709.6,1.343508
4/20/2010,1207.170044,111.459999,40.299999,17.48,1386,715.5,1.338993
4/21/2010,1205.939941,112.309998,40.27,17.77,1387.35,717.8,1.326999
4/22/2010,1208.670044,111.839996,40.299999,17.639999,1404.95,727.2,1.338401
4/26/2010,1212.050049,112.75,40.349998,17.93,1414.45,730.7,1.317072
4/27/2010,1183.709961,114.629997,39.369999,17.879999,1427.9,736.2,1.321283
4/28/2010,1191.359985,114.309998,39.970001,17.75,1422.5,738.2,1.326295
4/29/2010,1206.780029,114.279999,41.040001,18.139999,1415.2,732.4,1.329805
05-03-2010,1202.26001,115.730003,41.459999,18.42,1416.8,736.3,1.296395
05-04-2010,1173.599976,114.870003,39.700001,17.59,1428.8,739.6,1.281493
05-05-2010,1165.869995,115.089996,38.310001,17.110001,1435.05,742.8,1.263296
05-06-2010,1128.150024,118.489998,36.959999,17.32,1439.55,738.6,1.275608
05-10-2010,1159.72998,117.57,37.23,18.110001,1429.5,731.9,1.262993
05-11-2010,1155.790039,120.660004,36.759998,18.950001,1451.85,742.25,1.263903
05-12-2010,1171.670044,121.400002,36.77,19.120001,1458.55,749.8,1.254107
5/13/2010,1157.439941,120.559998,36.130001,18.99,1458.55,763.7,1.236002
5/17/2010,1136.939941,119.360001,33.880001,18.530001,1474.8,772.65,1.217893
5/18/2010,1120.800049,119.489998,33.470001,18.57,1484.3,780.95,1.239342
5/19/2010,1115.050049,116.629997,33.509998,17.870001,1483.55,781.6,1.247894
5/20/2010,1071.589966,115.839996,32.200001,17.35,1478.75,776.65,1.256708
5/24/2010,1073.650024,116.839996,32.169998,17.559999,1467.7,770.3,1.234598
5/25/2010,1074.030029,117.360001,31.85,17.540001,1476.1,776.7,1.2173
5/26/2010,1067.949951,118.470001,32.59,17.74,1479.15,778.3,1.234797
5/27/2010,1103.060059,118.690002,34.310001,18.120001,1470.6,773.05,1.227401
06-01-2010,1070.709961,119.910004,33.18,18.02,1469.15,773.7,1.2239
06-02-2010,1098.380005,119.779999,33.790001,17.98,1459.4,771.75,1.216945
06-03-2010,1102.829956,117.959999,34.259998,17.639999,1449.8,766.1,1.197103
06-07-2010,1050.469971,121.489998,32.59,17.809999,1436.6,772,1.197203
06-08-2010,1062,121,33.189999,17.889999,1436.3,788.75,1.199199
06-09-2010,1055.689941,120.559998,33.950001,17.76,1434.8,795.35,1.210903
06-10-2010,1086.839966,118.970001,34.77,17.860001,1423.35,789.4,1.211402
6/14/2010,1089.630005,119.599998,34.330002,17.860001,1415.2,781.15,1.231906
6/15/2010,1115.22998,120.989998,35.23,18.190001,1403.8,761,1.231194
6/16/2010,1114.609985,120.330002,35.490002,18.08,1411.15,773.7,1.238206
6/17/2010,1116.040039,121.900002,35.139999,18.33,1417.45,777.1,1.239296
6/21/2010,1113.199951,120.389999,35.330002,18.33,1425.55,782.35,1.227506
6/22/2010,1095.310059,121.449997,35,18.42,1437.85,787.8,1.231906
6/23/2010,1092.040039,120.949997,34.240002,18.18,1440,788.85,1.233745
6/24/2010,1073.689941,121.300003,34.389999,18.26,1449.05,790.75,1.237302
6/28/2010,1074.569946,121.089996,35.209999,18.379999,1429.25,767.9,1.218635
6/29/2010,1041.23999,121.269997,34.169998,18.129999,1441.75,775.85,1.223002
6/30/2010,1030.709961,121.68,33.959999,18.209999,1443.9,782.55,1.25075
07-01-2010,1027.369995,117.040001,32.869999,17.440001,1454.8,792.3,1.257103
07-06-2010,1028.060059,116.510002,32.610001,17.4,1458.95,806.8,1.263312
07-07-2010,1060.27002,117.730003,33.650002,17.65,1466.85,811.5,1.269406
07-08-2010,1070.25,117.209999,34.23,17.610001,1442.3,795.9,1.264398
07-12-2010,1078.75,117.339996,33.779999,17.620001,1440.5,802.3,1.272087
7/13/2010,1095.339966,118.360001,34.740002,17.82,1415.15,807.1,1.274048
7/14/2010,1095.170044,118.300003,34.66,17.959999,1405.05,777.8,1.292858
7/15/2010,1096.47998,118.230003,34.580002,17.950001,1403.8,783.65,1.293193
7/19/2010,1071.25,115.730003,34.459999,17.27,1406.45,786,1.289308
7/20/2010,1083.47998,116.650002,34.82,17.33,1424.15,811.2,1.276797
7/21/2010,1069.589966,115.849998,34.200001,17.309999,1419.35,800.7,1.290306
7/22/2010,1093.670044,116.860001,35.419998,17.709999,1429.5,807.9,1.291306
7/26/2010,1115.01001,115.519997,35.349998,17.780001,1425.25,814.15,1.299089
7/27/2010,1113.839966,113.510002,34.669998,17.299999,1439.55,812.4,1.299224
7/28/2010,1106.130005,113.779999,34.360001,17.16,1451.9,816.5,1.307805
7/29/2010,1101.530029,114.290001,35.060001,17.24,1454.05,818.4,1.3039
08-02-2010,1125.859985,115.540001,36.48,17.959999,1439.05,796.7,1.322506
08-03-2010,1120.459961,115.989998,36.91,18.02,1438.4,804.05,1.322506
08-04-2010,1127.23999,116.720001,36.900002,17.93,1431.15,799.75,1.315807
08-05-2010,1125.810059,116.980003,36.709999,17.959999,1438.1,808.75,1.318131
08-09-2010,1127.790039,117.400002,36.529999,17.959999,1453.4,817.3,1.322996
08-10-2010,1121.060059,117.730003,35.869999,17.969999,1480.8,828.6,1.318496
08-11-2010,1089.469971,117.339996,34.740002,17.530001,1471.85,812.1,1.284406
08-12-2010,1083.609985,118.769997,33.919998,17.690001,1466.4,815,1.282989
8/16/2010,1079.380005,119.730003,33.610001,18,1473.25,816.35,1.281197
8/17/2010,1092.540039,119.75,33.869999,18.120001,1470.75,826.35,1.287996
8/18/2010,1094.160034,120.220001,33.68,18.02,1474.7,831.1,1.285645
8/19/2010,1075.630005,120.389999,33.25,17.92,1489.25,837.1,1.280803
8/23/2010,1067.359985,119.779999,32.43,17.610001,1475.1,832.2,1.263504
8/24/2010,1051.869995,120.360001,31.77,17.99,1465.85,831.55,1.263296
8/25/2010,1055.329956,121.360001,32.369999,18.540001,1458.95,840.75,1.2664
8/26/2010,1047.219971,120.959999,32.619999,18.59,1462.45,833.8,1.270648
8/30/2010,1048.920044,120.910004,33.02,18.629999,1453.55,835.65,1.266592
8/31/2010,1049.329956,122.080002,31.92,18.93,1436.45,832.05,1.26873
09-01-2010,1080.290039,121.690002,32.950001,18.959999,1431.35,836.2,1.280295
09-02-2010,1090.099976,122.290001,33.389999,19.280001,1439.5,836.65,1.282594
09-07-2010,1091.839966,122.699997,32.77,19.360001,1443.05,838.85,1.267797
09-08-2010,1098.869995,122.709999,33.139999,19.5,1454.25,843.95,1.273204
09-09-2010,1104.180054,121.559998,32.889999,19.32,1453,841.95,1.269309
9/13/2010,1121.900024,121.620003,34.029999,19.540001,1475.75,854.9,1.2872
9/14/2010,1121.099976,124.019997,33.889999,20.049999,1478.95,860.7,1.299174
9/15/2010,1125.069946,123.940002,33.490002,20.17,1454.05,820.15,1.301507
9/16/2010,1124.660034,124.629997,32.98,20.35,1435.25,813.35,1.3076
9/20/2010,1142.709961,124.870003,33.220001,20.290001,1438.85,810.1,1.306694
9/21/2010,1139.780029,126.010002,32.650002,20.59,1440,817.45,1.325697
9/22/2010,1134.280029,126.199997,32.580002,20.709999,1454.5,823.65,1.3391
9/23/2010,1124.829956,126.300003,32.669998,20.66,1469.05,839.35,1.331913
9/27/2010,1142.160034,126.720001,33.240002,20.99,1458.4,822.95,1.343905
9/28/2010,1147.699951,127.849998,33.189999,21.290001,1454.1,823.6,1.357092
9/29/2010,1144.72998,127.949997,33.939999,21.4,1471.55,831.8,1.362806
9/30/2010,1141.199951,127.910004,34.84,21.309999,1469.8,834.25,1.362212
10-04-2010,1137.030029,128.460007,35.59,21.51,1470.85,835.8,1.367409
10-05-2010,1160.75,130.990005,36.09,22.34,1480.4,843.25,1.383394
10-06-2010,1159.969971,131.809998,36.279999,22.690001,1486.9,843.55,1.392002
10-07-2010,1158.060059,130.369995,35.459999,22.02,1505.15,854.6,1.392796
10-11-2010,1165.319946,132.289993,35.599998,22.780001,1507.7,857.4,1.388021
10-12-2010,1169.77002,131.960007,35.650002,22.84,1500.05,861.9,1.391692
10/13/2010,1178.099976,134.070007,36.16,23.49,1498.2,868.95,1.396726
10/14/2010,1173.810059,134.75,36,24.030001,1502.3,872.9,1.407202
10/18/2010,1184.709961,134.279999,36.279999,23.959999,1510,872.7,1.393592
10/19/2010,1165.900024,130.110001,34.619999,22.84,1516.2,873.05,1.373909
10/20/2010,1178.170044,131.320007,35.59,23.33,1515.65,875.3,1.396317
10/21/2010,1180.26001,129.470001,34.849998,22.59,1499.55,872,1.391692
10/25/2010,1185.619995,130.850006,35.57,23.1,1488.05,868.55,1.394895
10/26/2010,1185.640015,130.880005,35.68,23.280001,1487.95,876.75,1.385425
10/27/2010,1182.449951,129.520004,35.419998,23.07,1505.45,885.1,1.377809
10/28/2010,1183.780029,131.240005,35.389999,23.43,1492.7,881.5,1.377809
11-01-2010,1184.380005,131.919998,35.810001,24.07,1490.8,877.15,1.397507
11-02-2010,1193.569946,132.490005,36.27,24.309999,1489.4,874.85,1.391091
11-03-2010,1197.959961,131.570007,36.740002,24.25,1484.6,874.3,1.403607
11-04-2010,1221.060059,136.029999,37.490002,25.629999,1473.1,870.95,1.412729
11-05-2010,1225.849976,136.380005,37.650002,26.200001,1481.2,878.8,1.422799
11-08-2010,1223.25,137.779999,37.529999,27.15,1491.25,880.75,1.407578
11-09-2010,1213.400024,135.589996,37.049999,26.18,1484.65,878.3,1.386963
11-10-2010,1218.709961,137.240005,38.040001,26.719999,1481.9,880.15,1.377202
11-11-2010,1213.540039,137.660004,37.84,27.110001,1464.9,873.7,1.377562
11-12-2010,1199.209961,133.690002,36.470001,25.52,1465.75,864.55,1.362101
11/15/2010,1197.75,132.419998,36.5,24.93,1466.65,855.1,1.369319
11/16/2010,1178.339966,130.970001,35.450001,24.93,1459.85,849.25,1.357478
11/17/2010,1178.589966,130.380005,34.73,25,1467.3,849.4,1.349054
11/18/2010,1196.689941,132.089996,35.5,26.35,1478.3,856.05,1.355399
11/19/2010,1199.72998,132.199997,35.220001,26.74,1477.45,860.5,1.365728
11/22/2010,1197.839966,133.479996,35.049999,27.17,1472.85,874.7,1.374438
11/23/2010,1180.72998,134.410004,34.950001,26.870001,1470.75,878,1.360193
11/24/2010,1198.349976,134.179993,36.080002,26.940001,1470.35,881.6,1.338634
11/26/2010,1189.400024,133.110001,35.970001,26.129999,1468.55,886.15,1.333974
11/29/2010,1187.76001,133.509995,36.779999,26.549999,1447.7,895.65,1.323802
11/30/2010,1180.550049,135.419998,36.040001,27.440001,1440.25,881.6,1.310393
12-01-2010,1206.069946,135.380005,37.200001,27.809999,1428.9,869.35,1.299207
12-02-2010,1221.530029,135.199997,37.77,27.93,1422.65,880.8,1.312491
12-03-2010,1224.709961,138.070007,38.310001,28.6,1421.85,888.7,1.321598
12-06-2010,1223.119995,139.110001,38.220001,29.51,1418.1,891.5,1.341598
12-07-2010,1223.75,136.5,37.799999,28.08,1417.9,889.1,1.328692
12-08-2010,1228.280029,134.789993,37.959999,27.700001,1420.45,894.7,1.324468
12-09-2010,1233,135.369995,37.939999,28.030001,1425.05,897.2,1.325082
12-10-2010,1240.400024,135.410004,37.66,27.98,1424.5,908.65,1.324205
12/13/2010,1240.459961,136.050003,37.889999,28.870001,1412.75,882.6,1.319714
12/14/2010,1241.589966,136.179993,37.900002,28.809999,1412.9,875.35,1.339549
12/15/2010,1235.22998,134.699997,37.990002,28.08,1403.7,890.4,1.336095
12/16/2010,1242.869995,133.809998,37.77,28.280001,1410.75,891,1.322401
12/17/2010,1243.910034,134.199997,37.810001,28.51,1399.65,885.7,1.323995
12/20/2010,1247.079956,135.110001,38.049999,28.709999,1390.35,860.1,1.3165
12/21/2010,1254.599976,135.320007,38.290001,28.639999,1382.3,848.85,1.311802
12/22/2010,1258.839966,135.050003,38.639999,28.57,1371.75,833.35,1.309003
12/23/2010,1256.77002,134.660004,38.98,28.610001,1371.85,836.05,1.311544
12/27/2010,1257.540039,135.020004,38.709999,28.59,1364.15,836.9,1.307976
12/28/2010,1258.51001,137.220001,38.91,29.530001,1366.45,844.2,1.318965
12/29/2010,1259.780029,137.710007,38.82,29.870001,1349.7,839.05,1.308627
12/30/2010,1257.880005,137.029999,38.119999,29.76,1348.2,831.4,1.322454
12/31/2010,1257.640015,138.720001,39,30.18,1336.05,812.35,1.330123
01-03-2011,1271.869995,138,39.049999,29.98,1328.65,803.15,1.335791
01-04-2011,1270.199951,134.75,38.080002,29.08,1333.55,815.25,1.335684
01-05-2011,1276.560059,134.369995,38.52,28.610001,1316.4,819.5,1.332108
01-06-2011,1273.849976,133.830002,37.68,28.42,1315.05,802.75,1.315686
01-07-2011,1271.5,133.580002,37.669998,28.1,1300.9,783.55,1.297993
01-10-2011,1269.75,134.119995,38.169998,28.290001,1304.5,789.5,1.289507
01-11-2011,1274.47998,134.910004,38.880001,28.889999,1293.3,774.95,1.296496
01-12-2011,1285.959961,135.460007,38.990002,29,1282.95,784.55,1.298398
1/13/2011,1283.76001,134.050003,38.650002,28,1225.7,754.55,1.312836
1/14/2011,1293.23999,132.690002,38.919998,27.74,1246.45,766.1,1.335327
1/18/2011,1295.02002,133.429993,38.73,28.15,1266.5,787,1.328392
1/19/2011,1281.920044,133.720001,38.540001,28.08,1276.55,796.45,1.337811
1/20/2011,1280.26001,131.199997,37.57,26.85,1265.7,800.5,1.345207
1/21/2011,1283.349976,131.029999,37.509998,26.83,1263.1,785.05,1.346801
1/24/2011,1290.839966,130.360001,36.93,26.360001,1268.55,785.95,1.361953
1/25/2011,1291.180054,130.100006,36.27,26.23,1265.7,795.1,1.364405
1/26/2011,1296.630005,131.160004,36.849998,26.889999,1255.85,746,1.368607
1/27/2011,1299.540039,127.93,35.939999,26.290001,1262.35,756.7,1.371009
1/28/2011,1276.339966,130.279999,37.580002,27.299999,1267.25,762.3,1.372307
1/31/2011,1286.119995,129.869995,38.610001,27.389999,1282.1,776,1.357276
02-01-2011,1307.589966,130.800003,38.07,27.870001,1266.1,776.7,1.371385
02-02-2011,1304.030029,130.449997,38.18,27.690001,1260.8,779.3,1.382992
02-03-2011,1307.099976,132.199997,38.09,28.290001,1250.9,780.9,1.381788
02-04-2011,1310.869995,131.660004,37.34,28.4,1258.35,787.15,1.362454
02-07-2011,1319.050049,131.679993,36.66,28.66,1267.25,792.5,1.357497
02-08-2011,1324.569946,133.139999,36.639999,29.639999,1258.25,800.7,1.359194
02-09-2011,1320.880005,133.070007,36.5,29.52,1246.9,780.7,1.362695
02-10-2011,1321.869995,132.850006,36.540001,29.459999,1237.05,791.8,1.3721
02-11-2011,1329.150024,132.320007,36.049999,29.209999,1230.75,804.4,1.360193
2/14/2011,1332.319946,132.949997,35.880001,29.959999,1225.5,790.65,1.351004
2/15/2011,1328.01001,133.970001,35.389999,30,1208.6,757.85,1.348109
2/16/2011,1336.319946,134.100006,35.529999,29.959999,1196.55,752.6,1.349856
2/17/2011,1340.430054,135.039993,36.060001,31.030001,1217.95,772.55,1.357534
2/18/2011,1343.01001,135.410004,36.360001,31.790001,1202.45,766.25,1.362602
2/22/2011,1315.439941,136.289993,38.490002,32.259998,1201.2,772.7,1.368232
2/23/2011,1307.400024,137.509995,39.799999,32.709999,1199.65,773.65,1.367372
